Multiplier type,Variable,Industry,UOM,VALUE
Direct multiplier,Gross domestic product (GDP) at market prices,"Agricultural, construction and mining machinery manufacturing [BS333100]",Per dollar of output,0.376
Direct multiplier,Gross domestic product (GDP) at market prices,Industrial machinery manufacturing [BS333200],Per dollar of output,0.435
Direct multiplier,Gross domestic product (GDP) at market prices,Commercial and service industry machinery manufacturing [BS333300],Per dollar of output,0.451
Direct multiplier,Gross domestic product (GDP) at market prices,"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing [BS333400]",Per dollar of output,0.407
Direct multiplier,Gross domestic product (GDP) at market prices,Metalworking machinery manufacturing [BS333500],Per dollar of output,0.409
Direct multiplier,Gross domestic product (GDP) at market prices,"Engine, turbine and power transmission equipment manufacturing [BS333600]",Per dollar of output,0.355
Direct multiplier,Gross domestic product (GDP) at market prices,Other general-purpose machinery manufacturing [BS333900],Per dollar of output,0.348
Direct multiplier,Gross domestic product (GDP) at market prices,Computer and other electronic product manufacturing [BS334C00],Per dollar of output,0.475
Direct multiplier,Gross domestic product (GDP) at market prices,Communications equipment manufacturing [BS334200],Per dollar of output,0.451
Direct multiplier,Gross domestic product (GDP) at market prices,Semiconductor and other electronic component manufacturing [BS334400],Per dollar of output,0.403
Direct multiplier,Gross domestic product (GDP) at market prices,Electric lighting equipment and household appliance manufacturing [BS335B00],Per dollar of output,0.317
Direct multiplier,Gross domestic product (GDP) at market prices,Electrical equipment manufacturing [BS335300],Per dollar of output,0.343
Direct multiplier,Gross domestic product (GDP) at market prices,Other electrical equipment and component manufacturing [BS335900],Per dollar of output,0.315
Direct multiplier,Gross domestic product (GDP) at market prices,Automobile and light-duty motor vehicle manufacturing [BS336110],Per dollar of output,0.099
Direct multiplier,Gross domestic product (GDP) at market prices,Heavy-duty truck manufacturing [BS336120],Per dollar of output,0.245
Direct multiplier,Gross domestic product (GDP) at market prices,Motor vehicle body and trailer manufacturing [BS336200],Per dollar of output,0.327
Direct multiplier,Gross domestic product (GDP) at market prices,Motor vehicle parts manufacturing [BS336300],Per dollar of output,0.244
Direct multiplier,Gross domestic product (GDP) at market prices,Aerospace product and parts manufacturing [BS336400],Per dollar of output,0.329
Direct multiplier,Gross domestic product (GDP) at market prices,Railroad rolling stock manufacturing [BS336500],Per dollar of output,0.279
Direct multiplier,Gross domestic product (GDP) at market prices,Ship and boat building [BS336600],Per dollar of output,0.382
Direct multiplier,Gross domestic product (GDP) at market prices,Other transportation equipment manufacturing [BS336900],Per dollar of output,0.335
Direct multiplier,Gross domestic product (GDP) at market prices,Household and institutional furniture and kitchen cabinet manufacturing [BS337100],Per dollar of output,0.378
Direct multiplier,Gross domestic product (GDP) at market prices,Office furniture (including fixtures) manufacturing [BS337200],Per dollar of output,0.354
Direct multiplier,Gross domestic product (GDP) at market prices,Other furniture-related product manufacturing [BS337900],Per dollar of output,0.29
Direct multiplier,Gross domestic product (GDP) at market prices,Medical equipment and supplies manufacturing [BS339100],Per dollar of output,0.458
Direct multiplier,Gross domestic product (GDP) at market prices,Other miscellaneous manufacturing [BS339900],Per dollar of output,0.241
Direct multiplier,Gross domestic product (GDP) at market prices,Farm product merchant wholesalers [BS411000],Per dollar of output,0.594
Direct multiplier,Gross domestic product (GDP) at market prices,"Petroleum, petroleum products, and other hydrocarbons merchant wholesalers [BS412000]",Per dollar of output,0.575
Direct multiplier,Gross domestic product (GDP) at market prices,"Food, beverage and tobacco merchant wholesalers [BS413000]",Per dollar of output,0.573
Direct multiplier,Gross domestic product (GDP) at market prices,Personal and household goods merchant wholesalers [BS414000],Per dollar of output,0.596
Direct multiplier,Gross domestic product (GDP) at market prices,Motor vehicle and motor vehicle parts and accessories merchant wholesalers [BS415000],Per dollar of output,0.582
Direct multiplier,Gross domestic product (GDP) at market prices,Building material and supplies merchant wholesalers [BS416000],Per dollar of output,0.713
Direct multiplier,Gross domestic product (GDP) at market prices,"Machinery, equipment and supplies merchant wholesalers [BS417000]",Per dollar of output,0.726
Direct multiplier,Gross domestic product (GDP) at market prices,Miscellaneous merchant wholesalers [BS418000],Per dollar of output,0.605
Direct multiplier,Gross domestic product (GDP) at market prices,"Business-to-business electronic markets, and agents and brokers [BS419000]",Per dollar of output,0.698
Direct multiplier,Gross domestic product (GDP) at market prices,Motor vehicle and parts dealers [BS441000],Per dollar of output,0.651
Direct multiplier,Gross domestic product (GDP) at market prices,Building material and garden equipment and supplies dealers [BS444000],Per dollar of output,0.644
Direct multiplier,Gross domestic product (GDP) at market prices,Food and beverage retailers [BS445000],Per dollar of output,0.649
Direct multiplier,Gross domestic product (GDP) at market prices,"Furniture, home furnishings, electronics and appliances retailers [BS449000]",Per dollar of output,0.563
Direct multiplier,Gross domestic product (GDP) at market prices,General merchandise retailers [BS455000],Per dollar of output,0.674
Direct multiplier,Gross domestic product (GDP) at market prices,Health and personal care retailers [BS456000],Per dollar of output,0.627
Direct multiplier,Gross domestic product (GDP) at market prices,Gasoline stations and fuel vendors [BS457000],Per dollar of output,0.681
Direct multiplier,Gross domestic product (GDP) at market prices,"Clothing, clothing accessories, shoes, jewelry, luggage and leather goods retailers [BS458000]",Per dollar of output,0.581
Direct multiplier,Gross domestic product (GDP) at market prices,"Sporting goods, hobby, musical instrument, book, and miscellaneous retailers (except cannabis) [BS459A00]",Per dollar of output,0.592
Direct multiplier,Gross domestic product (GDP) at market prices,Cannabis retailers (licensed) [BS459BL0],Per dollar of output,0.664
Direct multiplier,Gross domestic product (GDP) at market prices,Cannabis retailers (unlicensed) [BS459BU0],Per dollar of output,0.786
Direct multiplier,Gross domestic product (GDP) at market prices,Air transportation [BS481000],Per dollar of output,0.319
Direct multiplier,Gross domestic product (GDP) at market prices,Rail transportation [BS482000],Per dollar of output,0.663
Direct multiplier,Gross domestic product (GDP) at market prices,Water transportation [BS483000],Per dollar of output,0.316
Direct multiplier,Gross domestic product (GDP) at market prices,Truck transportation [BS484000],Per dollar of output,0.33
Direct multiplier,Gross domestic product (GDP) at market prices,Urban transit systems [BS485100],Per dollar of output,-0.048
Direct multiplier,Gross domestic product (GDP) at market prices,Other transit and ground passenger transportation and scenic and sightseeing transportation [BS48A000],Per dollar of output,0.673
Direct multiplier,Gross domestic product (GDP) at market prices,Taxi and limousine service [BS485300],Per dollar of output,0.408
Direct multiplier,Gross domestic product (GDP) at market prices,Crude oil and other pipeline transportation [BS486A00],Per dollar of output,0.666
Direct multiplier,Gross domestic product (GDP) at market prices,Pipeline transportation of natural gas [BS486200],Per dollar of output,0.809
Direct multiplier,Gross domestic product (GDP) at market prices,Support activities for transportation [BS488000],Per dollar of output,0.415
Direct multiplier,Gross domestic product (GDP) at market prices,Postal service [BS491000],Per dollar of output,0.797
Direct multiplier,Gross domestic product (GDP) at market prices,Couriers and messengers [BS492000],Per dollar of output,0.439
Direct multiplier,Gross domestic product (GDP) at market prices,Warehousing and storage [BS493000],Per dollar of output,0.711
Direct multiplier,Gross domestic product (GDP) at market prices,Motion picture and video industries (except exhibition) [BS5121A0],Per dollar of output,0.312
Direct multiplier,Gross domestic product (GDP) at market prices,Motion picture and video exhibition [BS512130],Per dollar of output,0.359
Direct multiplier,Gross domestic product (GDP) at market prices,Sound recording industries [BS512200],Per dollar of output,0.322
Direct multiplier,Gross domestic product (GDP) at market prices,Newspaper publishers [BS513110],Per dollar of output,0.474
Direct multiplier,Gross domestic product (GDP) at market prices,"Periodical, book and directory publishers [BS5131A0]",Per dollar of output,0.456
Direct multiplier,Gross domestic product (GDP) at market prices,Software publishers [BS513200],Per dollar of output,0.521
Direct multiplier,Gross domestic product (GDP) at market prices,Radio and television broadcasting stations [BS516100],Per dollar of output,0.498
Direct multiplier,Gross domestic product (GDP) at market prices,Pay and specialty television [BS516211],Per dollar of output,0.441
Direct multiplier,Gross domestic product (GDP) at market prices,Media streaming distribution services and other media content providers [BS51621A],Per dollar of output,0.542
Direct multiplier,Gross domestic product (GDP) at market prices,Telecommunications [BS517000],Per dollar of output,0.613
Direct multiplier,Gross domestic product (GDP) at market prices,"Computing infrastructure providers, data processing, web hosting, and related services [BS518000]",Per dollar of output,0.55
Direct multiplier,Gross domestic product (GDP) at market prices,"Web search portals, libraries, archives, and all other information services [BS519000]",Per dollar of output,0.418
Direct multiplier,Gross domestic product (GDP) at market prices,Monetary authorities - central bank [BS521000],Per dollar of output,0.636
Direct multiplier,Gross domestic product (GDP) at market prices,Banking and other depository credit intermediation [BS5221A0],Per dollar of output,0.788
Direct multiplier,Gross domestic product (GDP) at market prices,Credit unions [BS522B00],Per dollar of output,0.612
Direct multiplier,Gross domestic product (GDP) at market prices,Non-depository credit intermediation [BS522200],Per dollar of output,0.485
